id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma
 1666218601 ,530ea12e-2431-3d9a-846a-002a0f1c717d,   -4.734470 ,  -42.985360 ,2024-01-02 17:06:00,Brasil,MARANHÃO,CAXIAS,Cerrado
 1666436491 ,679a8b33-29fe-30ed-ba78-82b0858d2b05,   -5.913450 ,  -43.248290 ,2024-01-04 16:52:00,Brasil,MARANHÃO,SÃO FRANCISCO DO MARANHÃO,Caatinga
 1666436493 ,6b30b20d-dcb4-32e9-aae7-4112e7844844,   -5.839350 ,  -43.377900 ,2024-01-04 16:52:00,Brasil,MARANHÃO,PARNARAMA,Cerrado
 1666436495 ,2461a3e9-20f8-3344-a18a-ce491d0e4ed1,   -5.671680 ,  -43.689170 ,2024-01-04 16:52:00,Brasil,MARANHÃO,BURITI BRAVO,Cerrado
 1666436496 ,c5e5dc2f-be26-37a0-a329-be30d24f7caa,   -5.637000 ,  -43.251260 ,2024-01-04 16:52:00,Brasil,MARANHÃO,PARNARAMA,Cerrado
 1666436510 ,ada8ec97-01d4-3729-859b-4fa0534e3c16,   -3.857810 ,  -43.373960 ,2024-01-04 16:52:00,Brasil,MARANHÃO,CHAPADINHA,Cerrado
 1666436519 ,987d0d20-14ab-3f91-b892-4f6208957a7f,   -3.694100 ,  -43.770150 ,2024-01-04 16:52:00,Brasil,MARANHÃO,VARGEM GRANDE,Cerrado
 1666436520 ,74dae8db-7ac7-32c2-aa2d-c403bf5592a3,   -3.621080 ,  -43.898770 ,2024-01-04 16:52:00,Brasil,MARANHÃO,VARGEM GRANDE,Cerrado
 1666436521 ,9ed10062-c0dd-325d-a23c-b67318f40bd2,   -3.599460 ,  -43.558140 ,2024-01-04 16:52:00,Brasil,MARANHÃO,CHAPADINHA,Cerrado
 1666436522 ,6b1483fa-aa0b-3881-9644-fa1573ecb332,   -3.598160 ,  -43.549130 ,2024-01-04 16:52:00,Brasil,MARANHÃO,CHAPADINHA,Cerrado
 1666436529 ,5e5f3c7c-42ce-3ddb-9561-4fde7f6f1359,   -3.439830 ,  -43.984210 ,2024-01-04 16:52:00,Brasil,MARANHÃO,PRESIDENTE VARGAS,Cerrado
 1666436531 ,4db3ec49-7f75-3781-b7a5-32209958fb38,   -3.339590 ,  -42.467410 ,2024-01-04 16:52:00,Brasil,MARANHÃO,SÃO BERNARDO,Cerrado
 1666436532 ,bb941e5e-11e9-30e1-9c56-17fb2da4504f,   -3.338300 ,  -42.458530 ,2024-01-04 16:52:00,Brasil,MARANHÃO,SÃO BERNARDO,Cerrado
